Kategori,Fråga,Rätt svar,Fel svar 1,Fel svar 2,Fel svar 3
90tal,"Vem var känd som ""Little Mo""?",Monica Seles,Martina Hingis,Jennifer Capriati,Mary Pierce
90tal,Från vilket land kom Monica Seles ursprungligen?,Jugoslavien,USA,Tyskland,Österrike
90tal,Vem var den yngsta spelaren att vinna Wimbledon under 90-talet?,Martina Hingis,Monica Seles,Jennifer Capriati,Steffi Graf
90tal,Vem vann OS-guld i tennis?,Andre Agassi och Jennifer Capriati,Pete Sampras och Steffi Graf,Stefan Edberg och Monica Seles,Jim Courier och Martina Navratilova
90tal,Vilket land dominerade Davis Cup under 90-talet?,USA,Sverige,Tyskland,Australien
90tal,Vem ledde USA:s Davis Cup-lag?,Andre Agassi,Pete Sampras,Jim Courier,Michael Chang
90tal,Vem vann flest Formula 1-VM under 90-talet?,Ingen (alla olika),Ayrton Senna,Alain Prost,Michael Schumacher
90tal,Vem dog i F1-olycka i Imola?,Ayrton Senna,Roland Ratzenberger,Båda ovanstående,Ingen
90tal,Vilket team representerade Ayrton Senna när han dog?,Williams,McLaren,Ferrari,Lotus
90tal,Vem var Ayrton Sennas största rival?,Alain Prost,Nigel Mansell,Michael Schumacher,Nelson Piquet
90tal,Vilket team dominerade F1 under slutet av 90-talet?,Ferrari,McLaren,Williams,Benetton
90tal,Vem vann sina första F1-VM med Benetton?,Michael Schumacher,Alain Prost,Damon Hill,Jacques Villeneuve
90tal,Vem var son till en tidigare F1-världsmästare?,Jacques Villeneuve,Damon Hill,Båda ovanstående,Nelson Piquet Jr
90tal,Vem vann F1-VM för Williams?,Nigel Mansell,Damon Hill,Jacques Villeneuve,Alla ovanstående
90tal,Vilket land fick sin första F1-världsmästare?,Kanada (Jacques Villeneuve),Finland (Mika Häkkinen),Brasilien (Ayrton Senna),Alla redan haft
90tal,Vem körde för McLaren under slutet av 90-talet?,Mika Häkkinen,David Coulthard,Båda ovanstående,Ayrton Senna
90tal,"Vem var känd som ""The Flying Finn""?",Mika Häkkinen,Kimi Räikkönen,Mika Salo,JJ Lehto
90tal,Vilket team återvände till F1 framgångar under 90-talet?,McLaren,Ferrari,Williams,Lotus
90tal,Vem var Michael Schumachers teamkamrat i Ferrari?,Eddie Irvine,Rubens Barrichello,Jean Alesi,Gerhard Berger
90tal,Vem vann Indy 500 flest gånger under 90-talet?,Ingen dominerade,Rick Mears,Al Unser Jr,Emerson Fittipaldi
90tal,Vilket land dominerade längdskidåkning under 90-talet?,Norge,Sverige,Finland,Ryssland
90tal,Vem var Norges stora längdskidstjärna?,Bjørn Dæhlie,Vegard Ulvang,Thomas Alsgaard,Kristen Skjeldal
90tal,Hur många OS-guld vann Bjørn Dæhlie totalt?,8,6,10,5
90tal,Vem var Sveriges främsta längdskidåkare?,Gunde Svan,Torgny Mogren,Christer Majbäck,Thomas Wassberg
90tal,Vilket land dominerade skidskytte?,Norge,Sverige,Tyskland,Ryssland
90tal,"Vem var känd som ""Iceman"" i alpint?",Kjetil André Aamodt,Lasse Kjus,Alberto Tomba,Hermann Maier
90tal,Vem var Italiens alpina stjärna?,Alberto Tomba,Gustav Thöni,Franco Baresi,Roberto Baggio
90tal,Vilket land dominerade herrarnas alpin?,Österrike,Norge,Italien,Schweiz
